run,file,fitness.score,fitness.penalty,fitness.total,fitness.is_feasible,tsw.MS_min,tsw.R_min,tsw.n_violations,displacement.MS_min,displacement.n_violations,mass.total,mass.panels,mass.flanges
da62_test-1,gen_0006.pkl,42.80853302015103,0.0,42.80853302015103,1.0,1.4299270967376936,2.4299270967376936,0.0,0.006177898760249212,0.0,42.80853302015103,39.72988495034091,3.0786480698101317
da62_test-2,gen_0010.pkl,71.29311529988877,0.0,71.29311529988877,1.0,1.3734510653853635,2.3734510653853635,0.0,0.08865789934022783,0.0,71.29311529988877,66.86458246540528,4.428532834483499
